2|Bosch Professional GBA 10,8V 2.0Ah|21.6|0.85|0.0|42.8|2666|1512|19.1839166666667
4|iPad Pro 12.9" (2022, M2)|40.88|0.85|27.2|44.6|8271|5782|61.9465833333333
5|Winbot W3|98.55|0.85|15.1|122.9|10308|2039|257.185722222222
1|Bosch PowerTube 625|625.0|0.91|149.8|191.5|17122|3396|688.983333333333
